"id","learning_rate","num_hidden","num_neurons","dropout_hidden","mse","mse_validate"
930,0.14,1,200,0.95,0.0595838158020289,0.0602435904600382
537,0.04,3,200,0.75,0.0596004118339519,0.0633215323041477
412,0.04,3,100,0.7,0.0596030949732125,0.0604185249330528
705,0.14,1,100,0.85,0.059618855356136,0.0597914161729165
1000,0.14,5,500,0.95,0.0596945958247856,0.0634410655860233
872,0.04,5,400,0.9,0.0597161196085413,0.0605007024984723
951,0.01,1,400,0.95,0.05975342570978,0.0607089373064173
884,0.1,2,500,0.9,0.0597553768597733,0.0635219781871185
222,0.04,5,100,0.6,0.0597559524701635,0.0605298795528352
261,0.01,3,400,0.6,0.0597907257938042,0.0635480018008418
547,0.04,5,200,0.75,0.0597961133995964,0.060559378771873
572,0.04,5,400,0.75,0.0598312695481552,0.0605852274936362
718,0.06,4,100,0.85,0.0598335782165688,0.0605869547877987
983,0.06,2,500,0.95,0.0598439696387522,0.0636302658971845
424,0.1,5,100,0.7,0.0598584737344671,0.0636484700103954
112,0.04,3,100,0.55,0.0598605458177333,0.0606048056012762
944,0.1,4,200,0.95,0.0598627226097448,0.0636538312133881
666,0.01,4,400,0.8,0.0598938960352415,0.0636931508650831
725,0.14,5,100,0.85,0.0599861583914364,0.0638092243101614
106,0.01,2,100,0.55,0.0600049205792098,0.0638194242841981
756,0.01,2,400,0.85,0.0600631208827521,0.0607494714921974
237,0.04,3,200,0.6,0.0601427448130202,0.060808168035736
650,0.14,5,200,0.8,0.0601685998145096,0.0608363140902516
316,0.01,4,100,0.65,0.0601758550760449,0.06084179365377
382,0.04,2,500,0.65,0.0602326217223659,0.060334690675824
307,0.04,2,100,0.65,0.0602611792119263,0.0641408319008511
421,0.01,5,100,0.7,0.0602717513877079,0.0609139952348616
432,0.04,2,200,0.7,0.0602732040527828,0.0609528140279339
638,0.06,3,200,0.8,0.0602849549961917,0.0609238038820407
940,0.14,3,200,0.95,0.0602893641318606,0.0609272986089201
118,0.06,4,100,0.55,0.0603094269705426,0.0642131897924795
217,0.04,4,100,0.6,0.0603639740366937,0.0609837878128357
973,0.06,5,400,0.95,0.0604208910335908,0.0610270009558597
816,0.01,4,100,0.9,0.0604210836300154,0.0610271470509284
941,0.01,4,200,0.95,0.0604907224783068,0.0610801813049611
911,0.01,3,100,0.95,0.0604935635926212,0.0610823504150637
