"id","learning_rate","num_hidden","num_neurons","dropout_hidden","pccc","pccc_validate"
641,0.01,4,200,0.8,0.975824175824176,0.96579476861167
774,0.1,5,400,0.85,0.975824175824176,0.964788732394366
840,0.14,3,200,0.9,0.975824175824176,0.96579476861167
867,0.04,4,400,0.9,0.975824175824176,0.969818913480885
890,0.14,3,500,0.9,0.975824175824176,0.966800804828974
895,0.14,4,500,0.9,0.975824175824176,0.964788732394366
933,0.06,2,200,0.95,0.975824175824176,0.96579476861167
978,0.06,1,500,0.95,0.975824175824176,0.96579476861167
110,0.14,2,100,0.55,0.973626373626374,0.968812877263581
232,0.04,2,200,0.6,0.973626373626374,0.964788732394366
10,0.14,2,100,0.5,0.972527472527473,0.964788732394366
594,0.1,4,500,0.75,0.972527472527473,0.964788732394366
670,0.14,4,400,0.8,0.972527472527473,0.964788732394366
240,0.14,3,200,0.6,0.971428571428571,0.967806841046278
616,0.01,4,100,0.8,0.971428571428571,0.964788732394366
726,0.01,1,200,0.85,0.971428571428571,0.964788732394366
737,0.04,3,200,0.85,0.971428571428571,0.964788732394366
160,0.14,2,400,0.55,0.97032967032967,0.964788732394366
204,0.1,1,100,0.6,0.97032967032967,0.963782696177062
394,0.1,4,500,0.65,0.97032967032967,0.964788732394366
427,0.04,1,200,0.7,0.97032967032967,0.964788732394366
647,0.04,5,200,0.8,0.97032967032967,0.964788732394366
688,0.06,3,500,0.8,0.97032967032967,0.963782696177062
905,0.14,1,100,0.95,0.97032967032967,0.964788732394366
957,0.04,2,400,0.95,0.97032967032967,0.966800804828974
970,0.14,4,400,0.95,0.97032967032967,0.964788732394366
31,0.01,2,200,0.5,0.969230769230769,0.963782696177062
33,0.06,2,200,0.5,0.969230769230769,0.956740442655936
120,0.14,4,100,0.55,0.969230769230769,0.956740442655936
226,0.01,1,200,0.6,0.969230769230769,0.956740442655936
227,0.04,1,200,0.6,0.969230769230769,0.956740442655936
406,0.01,2,100,0.7,0.969230769230769,0.959758551307847
541,0.01,4,200,0.75,0.969230769230769,0.956740442655936
769,0.1,4,400,0.85,0.969230769230769,0.956740442655936
925,0.14,5,100,0.95,0.969230769230769,0.963782696177062
958,0.06,2,400,0.95,0.967032967032967,0.964788732394366
995,0.14,4,500,0.95,0.963736263736264,0.959758551307847
106,0.01,2,100,0.55,0.956043956043956,0.956740442655936
185,0.14,2,500,0.55,0.956043956043956,0.956740442655936
247,0.04,5,200,0.6,0.956043956043956,0.956740442655936
396,0.01,5,500,0.65,0.954945054945055,0.956740442655936
166,0.01,4,400,0.55,0.952747252747253,0.953722334004024
352,0.04,1,400,0.65,0.952747252747253,0.955734406438632
370,0.14,4,400,0.65,0.952747252747253,0.955734406438632
313,0.06,3,100,0.65,0.951648351648352,0.954728370221328
348,0.06,5,200,0.65,0.951648351648352,0.954728370221328
713,0.06,3,100,0.85,0.951648351648352,0.954728370221328
149,0.1,5,200,0.55,0.950549450549451,0.954728370221328
803,0.06,1,100,0.9,0.950549450549451,0.953722334004024
384,0.1,2,500,0.65,0.948351648351648,0.948692152917505
487,0.04,3,500,0.7,0.948351648351648,0.951710261569417
645,0.14,4,200,0.8,0.948351648351648,0.953722334004024
655,0.14,1,400,0.8,0.948351648351648,0.953722334004024
974,0.1,5,400,0.95,0.948351648351648,0.949698189134809
985,0.14,2,500,0.95,0.948351648351648,0.953722334004024
998,0.06,5,500,0.95,0.948351648351648,0.949698189134809
153,0.06,1,400,0.55,0.946153846153846,0.949698189134809
